id,satisfaction,gender,customer_type,age,type_of_travel,class,flight_distance,seat_comfort,departure/arrival_time_convenient,food_and_drink,gate_location,inflight_wifi_service,inflight_entertainment,online_support,ease_of_online_booking,on-board_service,leg_room_service,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay_in_minutes,arrival_delay_in_minutes
81999,0,Female,Loyal Customer,23,Business travel,Eco,3046,4,3,3,3,4,3,2,4,1,1,4,3,3,4,0,0.0
82000,1,Male,Loyal Customer,39,Business travel,Business,1594,2,2,2,2,3,3,5,4,4,5,4,3,4,5,2,0.0
82001,1,Male,Loyal Customer,16,Business travel,Business,3435,4,4,4,4,4,4,4,4,5,4,4,4,4,4,0,0.0
82002,0,Female,disloyal Customer,44,Business travel,Eco,1808,1,1,1,4,1,1,1,1,3,5,3,3,3,1,52,110.0
82003,0,Male,Loyal Customer,53,Business travel,Business,1623,4,4,4,4,1,1,2,4,4,4,4,2,4,1,10,0.0
82004,1,Female,Loyal Customer,43,Business travel,Eco,1154,5,1,1,1,4,3,1,5,5,5,5,4,5,5,0,1.0
82005,0,Male,disloyal Customer,21,Business travel,Eco,2673,3,3,3,4,5,3,3,5,2,2,4,2,4,5,0,7.0
82006,1,Female,Loyal Customer,16,Business travel,Business,3184,4,4,4,4,5,5,5,5,3,5,4,1,4,5,0,0.0
82007,0,Male,Loyal Customer,49,Business travel,Business,3376,3,2,2,2,4,3,4,3,3,3,3,4,3,2,0,0.0
82008,0,Male,disloyal Customer,17,Business travel,Eco,2344,1,1,1,4,3,1,3,3,4,2,3,4,4,3,0,16.0
82009,1,Female,Loyal Customer,38,Business travel,Eco,2456,4,1,1,1,4,4,4,4,5,4,4,2,5,4,0,0.0
82010,0,Male,Loyal Customer,50,Business travel,Eco,2429,1,5,5,5,1,1,1,1,3,4,4,3,4,1,0,0.0
82011,0,Female,Loyal Customer,46,Business travel,Eco,1162,3,5,2,5,2,3,3,3,3,3,3,2,3,4,0,7.0
82012,0,Female,disloyal Customer,26,Business travel,Eco,2573,3,3,3,1,4,3,2,4,3,1,1,1,2,4,0,0.0
82013,0,Female,disloyal Customer,39,Business travel,Eco,1840,2,2,2,3,1,2,1,1,2,3,3,3,3,1,0,0.0
82014,0,Female,disloyal Customer,17,Business travel,Eco,2545,2,2,2,3,3,2,2,3,1,4,4,3,4,3,39,17.0
82015,0,Male,Loyal Customer,53,Business travel,Eco,2477,4,2,2,2,4,4,4,4,1,2,3,3,3,4,0,13.0
82016,1,Male,Loyal Customer,52,Personal Travel,Eco,2700,4,5,4,4,3,4,3,3,4,2,5,5,4,3,0,0.0
82017,1,Female,Loyal Customer,25,Personal Travel,Eco,2517,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,11.0
82018,0,Male,Loyal Customer,22,Personal Travel,Eco,2284,3,5,3,4,3,3,3,3,3,3,3,5,5,3,0,0.0
82019,1,Female,Loyal Customer,63,Personal Travel,Eco,1540,2,5,5,5,2,2,2,2,1,4,5,1,5,2,20,17.0
82020,1,Female,Loyal Customer,40,Personal Travel,Eco,3090,5,5,5,5,2,4,4,5,5,5,5,2,5,3,1,0.0
82021,0,Male,Loyal Customer,28,Personal Travel,Eco,2836,4,5,4,3,4,4,4,4,5,2,4,5,5,4,9,41.0
82022,0,Male,Loyal Customer,65,Personal Travel,Eco,3058,2,4,2,3,4,2,4,4,3,2,5,4,5,4,0,0.0
82023,0,Male,Loyal Customer,70,Personal Travel,Eco,2719,2,4,2,5,2,2,2,2,2,4,2,5,4,2,3,0.0
82024,1,Female,Loyal Customer,30,Personal Travel,Eco,2624,4,4,4,4,2,5,4,4,4,4,4,3,4,3,11,0.0
82025,1,Female,Loyal Customer,32,Personal Travel,Eco,2824,3,3,3,3,5,5,5,5,5,5,5,5,5,4,0,4.0
82026,1,Male,Loyal Customer,63,Personal Travel,Eco,2574,5,4,5,2,4,5,4,4,4,2,4,3,5,4,0,0.0
82027,0,Male,Loyal Customer,40,Personal Travel,Eco,3160,3,4,3,4,2,3,2,2,4,3,4,5,4,2,0,0.0
82028,0,Male,Loyal Customer,64,Personal Travel,Eco,2777,2,1,2,3,1,2,1,1,4,2,4,4,3,1,0,7.0
82029,0,Male,Loyal Customer,57,Personal Travel,Eco,2482,3,4,3,1,2,3,1,2,4,4,4,3,5,2,0,0.0
82030,1,Female,Loyal Customer,34,Personal Travel,Eco,2905,1,1,1,1,5,4,5,5,5,4,5,3,5,3,0,0.0
82031,1,Male,Loyal Customer,36,Personal Travel,Eco,2885,5,4,4,1,1,4,1,1,4,2,5,4,5,1,0,0.0
82032,1,Female,Loyal Customer,19,Personal Travel,Eco,2898,3,3,3,3,3,5,4,2,2,2,2,5,2,4,55,42.0
82033,1,Female,Loyal Customer,54,Personal Travel,Eco,1550,4,2,2,2,4,5,5,4,4,4,4,1,4,5,3,24.0
82034,0,Male,Loyal Customer,56,Personal Travel,Eco,2707,3,4,3,4,2,3,2,2,1,1,2,3,4,2,0,0.0
82035,1,Female,Loyal Customer,33,Personal Travel,Eco,3370,2,2,1,2,3,4,4,3,3,3,3,4,3,3,112,97.0
82036,0,Male,Loyal Customer,48,Personal Travel,Eco,3156,4,4,4,4,5,4,5,5,2,3,5,1,4,5,0,0.0
82037,0,Male,Loyal Customer,66,Personal Travel,Eco,2795,4,5,4,4,4,4,4,4,4,2,4,3,4,4,0,0.0
82038,1,Female,Loyal Customer,39,Personal Travel,Eco,2829,0,0,0,4,3,5,5,1,1,1,1,4,1,4,0,0.0
82039,1,Female,Loyal Customer,36,Personal Travel,Eco,2719,2,2,1,2,3,4,5,4,4,4,4,3,4,3,0,3.0
82040,1,Female,Loyal Customer,63,Personal Travel,Eco,1554,2,2,2,2,5,5,5,5,5,5,5,3,5,5,37,42.0
82041,0,Female,Loyal Customer,15,Personal Travel,Eco,2968,4,2,5,4,4,5,4,4,3,5,4,2,4,4,3,1.0
82042,0,Male,Loyal Customer,21,Personal Travel,Eco,2650,2,2,2,3,5,2,5,5,2,3,3,1,3,5,0,0.0
82043,1,Female,Loyal Customer,22,Personal Travel,Eco,2648,3,3,3,3,5,5,5,5,4,1,2,5,4,5,0,0.0
82044,0,Male,Loyal Customer,23,Personal Travel,Eco,2823,3,2,3,4,1,3,1,1,4,1,4,1,3,1,0,0.0
82045,1,Female,Loyal Customer,12,Personal Travel,Eco,3442,4,4,4,4,3,5,5,5,5,5,5,4,5,5,0,0.0
82046,1,Female,Loyal Customer,10,Personal Travel,Eco,3298,4,4,3,3,2,2,4,4,4,4,4,3,4,2,0,0.0
82047,0,Male,Loyal Customer,44,Personal Travel,Eco,3045,3,5,3,1,2,3,2,2,3,2,3,3,4,2,0,0.0
82048,1,Female,Loyal Customer,66,Personal Travel,Eco,1538,5,3,3,3,1,3,1,5,5,5,5,1,5,1,0,0.0
82049,1,Male,Loyal Customer,44,Business travel,Business,1563,1,1,1,1,4,5,5,5,5,5,5,3,5,3,0,0.0
82050,1,Male,Loyal Customer,56,Business travel,Business,1579,5,5,5,5,2,5,5,5,5,4,5,5,5,5,37,53.0
82051,1,Female,disloyal Customer,44,Business travel,Business,2436,5,5,5,2,5,5,5,5,5,5,5,3,5,5,21,34.0
82052,1,Female,Loyal Customer,56,Business travel,Business,1563,1,1,3,1,4,5,5,5,5,5,5,5,5,4,0,0.0
82053,0,Female,Loyal Customer,25,Business travel,Eco Plus,2646,1,3,3,3,1,1,1,1,1,5,3,3,4,1,0,0.0
82054,0,Female,Loyal Customer,39,Business travel,Eco Plus,3365,3,4,4,4,3,3,3,3,3,2,4,4,4,3,40,27.0
82055,1,Female,Loyal Customer,52,Business travel,Eco Plus,1133,4,5,5,5,2,3,2,4,4,4,4,2,4,1,15,0.0
82056,0,Female,disloyal Customer,35,Business travel,Eco Plus,3081,2,2,2,2,2,2,2,2,2,2,1,4,2,2,1,0.0
82057,1,Female,Loyal Customer,29,Personal Travel,Eco Plus,3078,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0.0
82058,1,Male,Loyal Customer,31,Personal Travel,Eco Plus,2941,5,4,5,2,3,5,3,3,3,5,3,3,5,3,9,0.0
82059,1,Female,Loyal Customer,59,Business travel,Business,2617,3,3,3,3,3,4,4,2,2,2,2,3,2,5,0,0.0
82060,0,Male,Loyal Customer,47,Business travel,Business,1842,3,5,5,5,4,3,2,3,3,4,3,1,3,3,0,0.0
82061,0,Female,disloyal Customer,20,Business travel,Business,2184,3,2,3,2,5,3,5,5,3,2,3,2,3,5,0,0.0
82062,1,Female,Loyal Customer,53,Business travel,Business,3930,3,3,3,3,4,4,4,4,4,4,4,4,4,5,0,29.0
82063,1,Female,Loyal Customer,35,Personal Travel,Business,1341,4,4,4,4,2,4,4,3,3,2,3,4,3,3,0,0.0
82064,1,Female,Loyal Customer,49,Business travel,Business,3926,4,4,4,4,4,4,5,4,4,4,4,3,4,3,59,39.0
82065,1,Female,Loyal Customer,39,Business travel,Business,2878,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0.0
82066,1,Female,Loyal Customer,48,Business travel,Business,2358,2,2,2,2,4,5,5,5,5,5,5,3,5,3,35,25.0
82067,0,Male,disloyal Customer,36,Business travel,Business,2954,3,3,3,4,1,3,1,1,4,2,4,5,5,1,0,0.0
82068,0,Male,disloyal Customer,48,Business travel,Business,2754,3,3,3,1,2,3,1,2,5,3,5,3,5,2,0,0.0
82069,1,Male,disloyal Customer,29,Business travel,Business,2635,0,1,1,3,3,1,3,3,5,2,5,3,5,3,3,4.0
82070,0,Male,disloyal Customer,44,Business travel,Business,2573,1,1,1,2,3,1,3,3,3,4,5,3,4,3,0,0.0
82071,1,Female,disloyal Customer,46,Business travel,Business,3085,4,4,4,1,4,1,1,5,4,4,5,1,4,1,348,329.0
82072,0,Male,Loyal Customer,31,Business travel,Business,3464,3,2,2,2,3,3,3,3,2,4,3,1,3,3,0,10.0
82073,1,Female,disloyal Customer,27,Business travel,Business,2448,0,0,0,3,2,0,3,2,3,4,4,5,5,2,1,0.0
82074,1,Female,Loyal Customer,38,Business travel,Business,2326,3,3,3,3,5,4,5,5,5,5,5,3,5,3,0,0.0
82075,1,Male,Loyal Customer,34,Business travel,Business,1795,5,5,5,5,4,5,4,3,3,3,3,4,3,5,0,0.0
82076,1,Female,Loyal Customer,45,Business travel,Business,1292,1,1,4,1,2,4,5,4,4,4,4,3,4,4,7,0.0
82077,1,Male,Loyal Customer,33,Business travel,Business,2693,3,3,3,3,5,5,5,5,3,2,4,5,4,5,6,0.0
82078,1,Female,Loyal Customer,39,Business travel,Business,2308,2,2,2,2,4,4,5,5,5,5,5,3,5,5,0,0.0
82079,1,Female,Loyal Customer,55,Business travel,Business,2563,1,1,1,1,5,4,4,4,4,4,4,4,4,3,13,12.0
82080,0,Female,Loyal Customer,50,Business travel,Eco,1293,2,2,2,2,4,2,3,2,2,2,2,1,2,1,35,49.0
82081,1,Female,Loyal Customer,29,Business travel,Business,2451,3,3,3,3,4,4,4,4,5,4,4,4,4,4,0,0.0
82082,0,Female,Loyal Customer,77,Business travel,Eco,3262,4,4,4,4,4,4,4,4,1,3,3,4,3,4,190,215.0
82083,1,Male,Loyal Customer,43,Business travel,Business,3981,5,5,5,5,3,5,4,5,5,5,5,4,5,5,0,0.0
82084,1,Female,disloyal Customer,30,Business travel,Business,3134,5,5,5,1,5,5,5,5,4,4,4,4,4,5,42,23.0
82085,0,Female,Loyal Customer,54,Business travel,Business,1317,3,5,5,5,3,3,3,3,3,3,3,4,3,1,16,31.0
82086,1,Male,Loyal Customer,42,Business travel,Business,1312,1,1,5,1,4,5,5,4,4,4,4,4,4,4,0,0.0
82087,0,Male,disloyal Customer,21,Business travel,Eco,1895,4,4,4,4,2,4,2,2,4,2,4,4,4,2,0,0.0
82088,0,Female,disloyal Customer,25,Business travel,Eco,1986,3,3,3,2,2,3,2,2,4,1,2,3,3,2,68,59.0
82089,0,Female,Loyal Customer,66,Business travel,Eco,1283,3,4,3,3,3,3,2,3,3,3,3,4,3,4,54,41.0
82090,0,Male,disloyal Customer,7,Business travel,Eco,2831,2,2,2,3,3,2,3,3,2,4,4,1,4,3,0,0.0
82091,0,Male,Loyal Customer,56,Business travel,Business,1973,2,2,4,2,4,4,3,2,2,2,2,3,2,4,0,0.0
82092,0,Female,Loyal Customer,49,Business travel,Eco,3015,2,4,4,4,2,2,2,3,2,3,3,2,1,2,133,157.0
82093,0,Female,Loyal Customer,46,Business travel,Eco,1307,2,5,5,5,4,4,4,2,2,2,2,1,2,4,0,15.0
82094,0,Female,disloyal Customer,21,Business travel,Eco,2633,4,4,4,4,1,4,2,1,5,5,5,4,4,1,4,0.0
82095,1,Male,Loyal Customer,51,Business travel,Business,1825,3,3,3,3,1,4,5,4,4,4,4,1,4,3,0,0.0
82096,1,Male,Loyal Customer,58,Business travel,Business,913,1,1,1,1,3,1,4,5,5,5,5,5,5,2,1,3.0
82097,1,Female,Loyal Customer,38,Business travel,Business,1855,5,5,5,5,5,2,5,4,4,4,4,2,4,5,0,0.0
82098,0,Female,Loyal Customer,33,Business travel,Business,1604,2,5,3,5,1,3,3,2,2,2,2,4,2,3,0,13.0
82099,0,Male,Loyal Customer,48,Personal Travel,Eco,2759,2,5,2,3,5,2,5,5,4,3,5,4,5,5,26,20.0
82100,0,Male,Loyal Customer,37,Personal Travel,Eco,1941,1,4,1,4,5,1,2,5,4,5,4,3,5,5,25,25.0
82101,0,Male,Loyal Customer,21,Personal Travel,Eco,3124,3,1,3,2,4,3,4,4,1,4,3,4,2,4,4,6.0
82102,0,Male,Loyal Customer,51,Personal Travel,Eco,2460,2,4,2,4,3,2,3,3,4,2,5,4,5,3,6,19.0
82103,0,Male,Loyal Customer,63,Personal Travel,Eco,2238,3,4,3,4,5,3,1,5,3,2,3,4,5,5,0,0.0
82104,0,Male,Loyal Customer,11,Personal Travel,Eco,3085,1,2,1,4,3,1,3,3,4,2,3,2,4,3,0,0.0
82105,1,Female,Loyal Customer,25,Personal Travel,Eco,2935,3,3,3,3,2,4,2,4,4,4,4,3,4,5,0,0.0
82106,1,Female,Loyal Customer,61,Personal Travel,Eco,1302,3,3,3,3,4,4,4,4,3,5,1,2,2,4,31,24.0
82107,1,Female,Loyal Customer,59,Personal Travel,Eco,1302,4,2,4,2,5,3,2,4,4,4,4,2,4,1,22,5.0
82108,0,Male,Loyal Customer,14,Personal Travel,Eco,2762,2,4,2,5,4,2,4,4,5,1,5,1,4,4,0,0.0
82109,1,Female,Loyal Customer,16,Personal Travel,Eco,3157,4,4,4,4,5,5,4,4,4,4,4,3,4,4,9,8.0
82110,1,Female,Loyal Customer,48,Personal Travel,Eco,1297,0,0,0,1,2,4,4,5,5,2,2,4,5,4,0,0.0
82111,0,Male,Loyal Customer,15,Personal Travel,Eco,2536,1,3,1,2,2,1,2,2,4,4,3,3,4,2,0,0.0
82112,1,Female,Loyal Customer,23,Personal Travel,Eco,2269,3,2,2,2,3,3,3,3,2,5,3,5,2,3,54,50.0
82113,0,Male,Loyal Customer,47,Personal Travel,Eco,2970,2,4,2,3,2,2,2,2,3,3,4,3,5,2,9,23.0
82114,1,Female,Loyal Customer,14,Personal Travel,Eco,2917,2,1,2,2,3,4,4,5,5,4,5,5,5,3,0,0.0
82115,0,Male,Loyal Customer,67,Personal Travel,Eco,3085,2,4,2,1,1,2,1,1,5,5,4,5,5,1,24,11.0
82116,0,Male,Loyal Customer,66,Personal Travel,Eco,2339,1,4,1,1,1,1,1,1,4,5,4,3,4,1,0,0.0
82117,0,Male,Loyal Customer,66,Personal Travel,Eco,2433,3,5,3,1,5,3,5,5,4,2,3,5,4,5,0,0.0
82118,1,Female,Loyal Customer,44,Personal Travel,Eco,1282,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0.0
82119,0,Female,disloyal Customer,22,Business travel,Eco Plus,2783,2,1,2,3,1,2,1,1,4,5,4,2,4,1,0,0.0
82120,0,Female,disloyal Customer,50,Business travel,Eco Plus,1782,1,1,1,3,5,1,5,5,4,4,4,3,3,5,0,10.0
82121,0,Male,Loyal Customer,34,Business travel,Eco Plus,2254,3,1,1,1,3,3,3,3,4,4,4,3,3,3,1,3.0
82122,0,Male,Loyal Customer,47,Business travel,Eco Plus,2258,2,5,5,5,1,2,1,1,1,4,3,4,3,1,1,0.0
82123,0,Male,Loyal Customer,46,Business travel,Business,2523,1,3,3,3,2,1,1,4,2,1,1,1,2,1,30,44.0
82124,1,Female,Loyal Customer,41,Business travel,Business,2531,5,5,5,5,2,4,4,3,3,4,3,3,3,3,3,0.0
82125,0,Female,disloyal Customer,18,Business travel,Eco,4086,2,2,2,4,5,2,5,5,1,5,3,4,4,5,3,0.0
82126,0,Male,Loyal Customer,17,Business travel,Business,3930,4,4,4,4,4,4,4,4,4,2,4,4,1,4,3,0.0
82127,1,Male,Loyal Customer,33,Business travel,Business,4015,4,4,4,4,4,4,4,3,5,1,2,4,4,4,0,4.0
82128,0,Male,Loyal Customer,36,Personal Travel,Eco,3815,4,4,4,1,4,1,1,4,4,5,5,1,5,1,38,59.0
82129,1,Female,Loyal Customer,66,Personal Travel,Eco,2533,3,3,3,3,2,4,5,4,4,4,4,4,4,3,4,2.0
82130,0,Female,disloyal Customer,24,Business travel,Eco,2682,3,3,3,3,4,3,4,4,2,2,2,2,4,4,0,34.0
82131,1,Female,Loyal Customer,46,Business travel,Business,2543,4,4,4,4,5,5,5,4,5,5,5,5,3,5,23,21.0
82132,1,Female,Loyal Customer,54,Business travel,Business,2524,2,2,3,2,5,5,5,5,2,5,5,5,5,5,0,16.0
82133,1,Male,Loyal Customer,59,Business travel,Business,1552,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,6.0
82134,0,Female,disloyal Customer,35,Business travel,Business,1778,4,4,4,3,3,4,2,3,5,2,5,5,5,3,0,0.0
82135,1,Female,Loyal Customer,49,Business travel,Business,2249,3,3,3,3,3,4,4,4,4,4,4,3,4,5,0,0.0
82136,0,Male,disloyal Customer,24,Business travel,Eco,854,4,1,4,4,3,4,4,3,3,2,3,4,3,3,0,0.0
82137,1,Male,Loyal Customer,59,Business travel,Business,1825,4,4,4,4,2,5,4,4,4,4,4,3,4,3,0,0.0
82138,0,Female,disloyal Customer,36,Business travel,Business,2154,3,3,3,1,4,3,4,4,5,5,5,5,4,4,0,0.0
82139,1,Female,Loyal Customer,57,Business travel,Business,1719,2,2,2,2,3,5,5,4,4,4,4,5,4,3,0,0.0
82140,1,Female,disloyal Customer,37,Business travel,Business,1735,4,4,4,3,1,4,1,1,3,2,5,4,5,1,0,0.0
82141,1,Male,Loyal Customer,30,Business travel,Business,4181,3,3,3,3,5,5,5,5,5,4,5,3,5,5,0,20.0
82142,1,Male,Loyal Customer,43,Business travel,Business,259,3,3,3,3,5,4,4,5,5,5,5,3,5,5,0,0.0
82143,1,Male,Loyal Customer,55,Business travel,Business,2398,3,3,5,3,5,5,5,5,5,5,5,3,5,5,0,0.0
82144,1,Male,Loyal Customer,47,Business travel,Business,284,3,3,3,3,4,5,5,4,4,4,4,4,4,3,0,0.0
82145,0,Male,disloyal Customer,21,Business travel,Eco,1975,1,5,1,4,1,5,4,3,3,5,5,4,4,4,419,460.0
82146,1,Male,Loyal Customer,58,Business travel,Business,256,0,1,1,2,4,5,5,5,5,5,5,4,5,4,52,60.0
82147,1,Female,Loyal Customer,44,Business travel,Business,3710,2,2,2,2,3,5,4,4,4,4,4,3,4,4,0,1.0
82148,1,Male,Loyal Customer,26,Business travel,Business,4897,1,1,1,1,5,5,5,5,5,5,5,3,4,5,1,0.0
82149,1,Female,Loyal Customer,58,Business travel,Business,252,5,5,4,5,3,4,5,5,5,5,5,3,5,5,0,0.0
82150,1,Male,Loyal Customer,50,Business travel,Business,315,0,0,0,4,3,5,5,4,4,4,4,3,4,3,0,0.0
82151,1,Female,Loyal Customer,41,Business travel,Business,2439,5,5,5,5,4,5,4,5,5,5,5,4,5,4,0,0.0
82152,0,Male,Loyal Customer,57,Business travel,Eco,2166,1,5,5,5,1,1,1,1,2,5,3,3,4,1,26,15.0
82153,1,Female,Loyal Customer,46,Business travel,Business,331,4,4,5,4,5,4,5,5,5,5,5,4,5,5,0,0.0
82154,1,Female,Loyal Customer,50,Business travel,Business,318,1,1,1,1,2,4,5,4,4,4,4,4,4,3,31,29.0
82155,0,Male,Loyal Customer,31,Business travel,Business,4172,2,1,1,1,2,2,2,2,1,3,4,4,4,2,24,54.0
82156,1,Female,Loyal Customer,42,Business travel,Business,3785,4,4,4,4,4,5,4,5,5,5,5,4,5,5,0,0.0
82157,0,Male,disloyal Customer,30,Business travel,Eco,1305,2,1,2,3,2,2,2,2,4,1,2,1,2,2,0,0.0
82158,0,Female,Loyal Customer,47,Business travel,Eco,247,2,3,3,3,4,4,4,2,2,2,2,2,2,2,0,0.0
82159,0,Male,Loyal Customer,19,Business travel,Business,3374,1,2,2,2,1,1,1,1,1,1,2,1,3,1,3,2.0
82160,0,Female,Loyal Customer,56,Business travel,Business,3354,2,1,3,3,2,3,3,2,2,2,2,4,2,4,13,11.0
82161,0,Male,disloyal Customer,26,Business travel,Business,1467,3,4,3,5,4,3,4,4,3,2,5,3,5,4,0,20.0
82162,0,Male,Loyal Customer,33,Business travel,Business,5260,2,5,5,5,2,2,2,2,1,2,4,4,3,2,0,0.0
82163,1,Male,Loyal Customer,49,Business travel,Business,1728,4,4,4,4,3,2,4,5,5,5,5,3,5,2,0,0.0
82164,1,Male,Loyal Customer,41,Business travel,Business,2581,3,3,3,3,3,1,5,5,5,5,5,2,5,5,0,0.0
82165,0,Male,Loyal Customer,35,Personal Travel,Eco,1707,3,5,5,3,1,5,1,1,4,4,5,5,4,1,0,0.0
82166,0,Male,Loyal Customer,63,Personal Travel,Eco,1303,1,2,0,4,2,0,2,2,4,5,3,2,3,2,27,47.0
82167,1,Female,Loyal Customer,66,Personal Travel,Eco,334,0,5,0,5,5,4,4,4,4,0,4,4,4,4,0,0.0
82168,0,Female,Loyal Customer,32,Personal Travel,Eco,1619,3,5,3,4,2,3,2,2,5,2,4,4,4,2,9,0.0
82169,1,Female,Loyal Customer,15,Personal Travel,Eco,1314,4,4,4,4,4,4,4,5,5,5,5,3,5,3,0,8.0
82170,1,Female,Loyal Customer,8,Personal Travel,Eco,1338,5,5,2,5,3,3,3,3,3,2,4,4,4,3,0,0.0
82171,1,Female,Loyal Customer,67,Personal Travel,Eco,270,0,3,0,4,1,3,4,2,2,2,2,3,2,5,0,0.0
82172,0,Male,Loyal Customer,57,Personal Travel,Eco,1996,2,5,2,1,3,2,3,3,5,4,4,5,5,3,0,0.0
82173,1,Female,Loyal Customer,53,Business travel,Business,1857,2,2,2,2,2,5,5,4,4,4,4,3,4,4,0,0.0
82174,0,Male,Loyal Customer,71,Business travel,Eco Plus,1169,3,1,1,1,3,3,3,3,4,1,3,2,3,3,0,0.0
82175,0,Female,Loyal Customer,49,Business travel,Eco Plus,349,1,5,2,2,3,2,2,1,1,1,1,1,1,1,0,0.0
82176,0,Female,Loyal Customer,44,Business travel,Eco Plus,267,3,3,3,3,2,4,4,3,3,3,3,2,3,1,0,0.0
82177,1,Female,Loyal Customer,66,Personal Travel,Eco Plus,268,0,0,0,1,5,2,2,4,4,4,2,1,4,4,18,19.0
82178,0,Male,Loyal Customer,7,Personal Travel,Eco Plus,1628,4,5,4,3,4,4,4,4,3,2,4,3,4,4,0,0.0
82179,1,Male,Loyal Customer,17,Personal Travel,Eco Plus,1516,4,5,4,3,3,4,3,3,3,4,4,3,4,3,0,0.0
82180,1,Female,Loyal Customer,41,Personal Travel,Eco Plus,242,0,3,0,4,4,5,5,4,2,4,4,1,5,4,10,4.0
82181,1,Female,Loyal Customer,11,Personal Travel,Eco Plus,1411,2,2,2,2,4,4,4,2,2,2,2,3,2,3,12,7.0
82182,1,Female,Loyal Customer,41,Business travel,Business,1949,3,3,3,3,2,4,4,4,4,4,4,5,4,4,0,30.0
82183,1,Female,Loyal Customer,52,Business travel,Business,1955,1,1,1,1,3,3,4,4,4,4,4,3,4,4,3,0.0
82184,1,Male,Loyal Customer,39,Business travel,Business,1959,4,4,4,4,3,5,4,4,4,4,4,5,4,5,15,9.0
82185,1,Male,Loyal Customer,40,Business travel,Business,1976,2,3,2,2,3,4,4,4,4,4,4,3,4,3,0,0.0
82186,0,Male,disloyal Customer,22,Business travel,Eco,3563,2,3,3,4,4,2,4,4,4,2,4,5,4,4,9,6.0
82187,1,Female,Loyal Customer,30,Business travel,Business,3628,4,4,4,4,4,4,4,4,5,3,3,5,5,4,4,0.0
82188,1,Female,Loyal Customer,58,Business travel,Business,1931,2,2,2,2,4,5,5,5,5,5,5,5,5,4,0,18.0
82189,1,Female,Loyal Customer,47,Business travel,Business,1930,4,4,4,4,3,5,4,4,4,4,4,4,4,4,0,0.0
82190,0,Male,Loyal Customer,50,Business travel,Business,1951,3,5,2,5,1,3,2,3,3,3,3,2,3,1,0,0.0
82191,0,Female,Loyal Customer,26,Business travel,Business,2764,2,5,2,5,2,2,2,2,2,2,1,2,2,2,19,19.0
82192,0,Female,disloyal Customer,33,Business travel,Eco,2743,2,2,2,2,1,2,1,1,3,4,1,1,1,1,10,35.0
82193,0,Male,disloyal Customer,43,Business travel,Eco,1789,4,2,4,4,5,4,5,5,3,5,4,2,4,5,1,3.0
82194,1,Female,Loyal Customer,29,Personal Travel,Eco,3340,3,3,3,3,3,5,5,4,4,4,4,3,4,5,0,21.0
82195,1,Female,Loyal Customer,10,Personal Travel,Eco,3460,2,2,2,2,4,4,5,3,3,3,3,4,3,5,0,12.0
82196,1,Female,Loyal Customer,66,Personal Travel,Eco,1946,0,0,0,4,3,0,3,3,3,1,3,2,3,3,0,0.0
82197,0,Female,Loyal Customer,19,Personal Travel,Eco,3285,4,5,4,2,5,4,5,5,4,2,3,4,4,5,1,12.0
82198,1,Female,Loyal Customer,44,Personal Travel,Eco,1958,4,5,4,3,4,4,5,2,2,4,2,5,2,3,0,0.0
82199,1,Male,Loyal Customer,40,Business travel,Business,1933,1,1,1,1,2,4,4,5,5,4,5,4,5,4,0,0.0
82200,0,Male,Loyal Customer,54,Business travel,Eco Plus,2775,3,4,4,4,3,3,3,3,3,5,4,1,4,3,0,0.0
82201,1,Female,Loyal Customer,41,Business travel,Business,2547,3,3,3,3,3,5,5,5,5,5,5,3,5,4,0,26.0
82202,1,Female,Loyal Customer,59,Business travel,Business,2145,3,3,3,3,5,4,4,5,5,5,5,4,5,4,2,0.0
82203,1,Female,disloyal Customer,26,Business travel,Business,1620,4,5,5,1,2,5,2,2,5,2,4,4,4,2,23,23.0
82204,1,Female,Loyal Customer,58,Business travel,Business,1918,1,1,1,1,5,5,4,4,4,4,4,3,4,4,0,0.0
82205,1,Male,disloyal Customer,38,Business travel,Business,1342,2,2,2,1,1,2,1,1,5,4,5,5,4,1,0,0.0
82206,1,Male,Loyal Customer,41,Business travel,Business,449,1,1,1,1,3,4,5,1,1,2,1,3,1,4,0,5.0
82207,1,Male,Loyal Customer,49,Business travel,Business,3220,3,3,3,3,4,4,5,4,4,4,4,5,4,3,6,8.0
82208,0,Female,disloyal Customer,58,Business travel,Business,1968,4,4,4,1,2,4,2,2,3,5,5,4,5,2,0,0.0
82209,1,Male,Loyal Customer,48,Business travel,Business,1876,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0.0
82210,1,Female,Loyal Customer,46,Business travel,Business,2172,3,3,3,3,2,4,4,5,5,5,5,3,5,3,0,0.0
82211,1,Male,Loyal Customer,40,Business travel,Business,3252,2,2,5,2,5,4,4,4,4,5,4,5,4,4,0,0.0
82212,1,Male,Loyal Customer,49,Business travel,Business,448,4,4,1,4,4,5,5,4,4,4,4,5,4,4,0,0.0
